"UID","PID","LEGTYPE","CHAMBER","STATECODE","DISTRICT","DISTRAIL","FIRSTNAME","LASTNAME","MIDNAME","PREFIX","GENSUFFIX","TITLE","COMCODE1","COMOFFC1","COMRANK1","SUBCODE11","SUBCOMOFF11","SUBRANK11","SUBCODE12","SUBCOMOFF12","SUBRANK12","SUBCODE13","SUBCOMOFF13","SUBRANK13","SUBCODE14","SUBCOMOFF14","SUBRANK14","SUBCODE15","SUBCOMOFF15","SUBRANK15","COMCODE2","COMOFFC2","COMRANK2","SUBCODE21","SUBCOMOFF21","SUBRANK21","SUBCODE22","SUBCOMOFF22","SUBRANK22","SUBCODE23","SUBCOMOFF23","SUBRANK23","SUBCODE24","SUBCOMOFF24","SUBRANK24","SUBCODE25","SUBCOMOFF25","SUBRANK25","COMCODE3","COMOFFC3","COMRANK3","SUBCODE31","SUBCOMOFF31","SUBRANK31","SUBCODE32","SUBCOMOFF32","SUBRANK32","SUBCODE33","SUBCOMOFF33","SUBRANK33","SUBCODE34","SUBCOMOFF34","SUBRANK34","SUBCODE35","SUBCOMOFF35","SUBRANK35","COMCODE4","COMOFFC4","COMRANK4","SUBCODE41","SUBCOMOFF41","SUBRANK41","SUBCODE42","SUBCOMOFF42","SUBRANK42","SUBCODE43","SUBCOMOFF43","SUBRANK43","SUBCODE44","SUBCOMOFF44","SUBRANK44","SUBCODE45","SUBCOMOFF45","SUBRANK45","COMCODE5","COMOFFC5","COMRANK5","SUBCODE51","SUBCOMOFF51","SUBRANK51","SUBCODE52","SUBCOMOFF52","SUBRANK52","SUBCODE53","SUBCOMOFF53","SUBRANK53","SUBCODE54","SUBCOMOFF54","SUBRANK54","SUBCODE55","SUBCOMOFF55","SUBRANK55","COMCODE6","COMOFFC6","COMRANK6","COMCODE7","COMOFFC7","COMRANK7","COMCODE8","COMOFFC8","COMRANK8","COMCODE9","COMOFFC9","COMRANK9","CUMCOMCODE","CUMSUBCODE"
22260,165264,"FL","S","OK","S01","","James","Inhofe","M.","Sen.","","US Senator","SARM","","R002","SARM05","","R002","SARM25","CHM","R001","SARM35","","R002","","","","","","","SCOM","","R009","SCOM05","","R008","SCOM10","","R008","SCOM15","","R006","SCOM20","","R004","SCOM30","","R005","SENV","","R002","SENV05","","R002","SENV10","","R002","SENV20","CHM","R001","","","","","","","SSMA","","R006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SARM;SCOM;SENV;SSMA","SARM05;SARM25;SARM35;SCOM05;SCOM10;SCOM15;SCOM20;SCOM30;SENV05;SENV10;SENV20"
22261,165265,"FL","S","OR","S01","","Ron","Wyden","","Sen.","","US Senator","SFIN","RMM","D001","SFIN05","EXO","D008","SFIN10","RMM","D001","SFIN15","","D008","SFIN20","EXO","D006","SFIN25","EXO","D003","SENE","","D002","SENE05","","D002","SENE15","RMM","D001","SENE20","","D002","","","","","","","SBUD","","D003","","","","","","","","","","","","","","","","SITL","","D003","","","","","","","","","","","","","","","","JTAX","","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFIN;SENE;SBUD;SITL;JTAX","SFIN05;SFIN10;SFIN15;SFIN20;SFIN25;SENE05;SENE15;SENE20"
22262,198129,"FL","S","OR","S02","","Jeff","Merkley","A.","Sen.","","US Senator","SAPP","","D009","SAPP05","RMM","D001","SAPP20","","D007","SAPP35","","D006","SAPP40","","D005","SAPP55","","D005","SFOR","","D009","SFOR05","","D004","SFOR10","","D002","SFOR20","RMM","D001","","","","","","","SENV","","D005","SENV05","","D004","SENV10","","D004","SENV20","","D004","","","","","","","SBUD","","D007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAPP;SFOR;SENV;SBUD","SAPP05;SAPP20;SAPP35;SAPP40;SAPP55;SFOR05;SFOR10;SFOR20;SENV05;SENV10;SENV20"
22263,159045,"FL","S","PA","S02","","Pat","Toomey","J.","Sen.","","US Senator","SFIN","","R011","SFIN15","CHM","R001","SFIN25","","R004","SFIN30","","R009","","","","","","","SBAN","","R004","SBAN05","","R002","SBAN10","CHM","R001","SBAN25","","R004","","","","","","","SBUD","","R005","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFIN;SBAN;SBUD","SFIN15;SFIN25;SFIN30;SBAN05;SBAN10;SBAN25"
22264,240529,"FL","S","PA","S01","","Robert","Casey","P.","Sen.","Jr.","US Senator","SFIN","","D010","SFIN20","RMM","D001","SFIN25","","D002","SFIN30","","D007","","","","","","","SAGR","","D009","SAGR10","","D005","SAGR15","","D005","SAGR20","RMM","D001","","","","","","","SHELP","","D003","SHELP05","RMM","D001","SHELP10","","D002","","","","","","","","","","SAGI","RMM","D001","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFIN;SAGR;SHELP;SAGI","SFIN20;SFIN25;SFIN30;SAGR10;SAGR15;SAGR20;SHELP05;SHELP10"
22265,165269,"FL","S","RI","S01","","Jack","Reed","F.","Sen.","","US Senator","SAPP","","D005","SAPP10","","D004","SAPP15","","D005","SAPP35","","D004","SAPP40","","D003","SAPP50","","D004","SARM","RMM","D001","SARM05","EXO","D007","SARM10","EXO","D005","SARM15","EXO","D005","SARM20","EXO","D004","SARM25","EXO","D004","SBAN","","D002","SBAN10","","D002","SBAN15","","D002","SBAN25","","D002","","","","","","","SITL","EXO","D009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAPP;SARM;SBAN;SITL","SAPP10;SAPP15;SAPP35;SAPP40;SAPP50;SARM05;SARM10;SARM15;SARM20;SARM25;SBAN10;SBAN15;SBAN25"
22266,248425,"FL","S","RI","S02","","Sheldon","Whitehouse","","Sen.","","US Senator","SFIN","","D013","SFIN05","","D007","SFIN15","","D009","SFIN30","","D009","","","","","","","SJUD","","D004","SJUD15","","D003","SJUD20","RMM","D001","SJUD25","","D003","SJUD30","","D003","","","","SENV","","D004","SENV05","RMM","D001","SENV10","","D003","SENV20","","D003","","","","","","","SBUD","","D005","","","","","","","","","","","","","","","","JEUR","","D004","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFIN;SJUD;SENV;SBUD;JEUR","SFIN05;SFIN15;SFIN30;SJUD15;SJUD20;SJUD25;SJUD30;SENV05;SENV10;SENV20"
22268,272024,"FL","S","SC","S02","","Tim","Scott","E.","Sen.","","US Senator","SARM","","R014","SARM15","","R006","SARM30","","R006","","","","","","","","","","SFIN","","R013","SFIN05","","R007","SFIN10","CHM","R001","SFIN30","","R010","","","","","","","SBAN","","R006","SBAN10","","R005","SBAN15","CHM","R001","SBAN25","","R005","","","","","","","SHELP","","R012","SHELP10","","R003","SHELP15","","R008","","","","","","","","","","SAGI","","R004","","","","","","","","","","","","","","","","SSMA","","R004","","","","","","","","","","SARM;SFIN;SBAN;SHELP;SAGI;SSMA","SARM15;SARM30;SFIN05;SFIN10;SFIN30;SBAN10;SBAN15;SBAN25;SHELP10;SHELP15"
22269,159061,"FL","S","SD","S01","","John","Thune","","Sen.","","US Senator","SCOM","CHM","R001","SCOM05","EXO","R013","SCOM10","EXO","R014","SCOM15","EXO","R010","SCOM20","EXO","R009","SCOM25","EXO","R008","SFIN","","R007","SFIN15","","R005","SFIN20","","R005","SFIN30","","R006","","","","","","","SAGR","","R007","SAGR05","","R004","SAGR15","","R005","SAGR25","","R004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCOM;SFIN;SAGR","SCOM05;SCOM10;SCOM15;SCOM20;SCOM25;SFIN15;SFIN20;SFIN30;SAGR05;SAGR15;SAGR25"
22270,198882,"FL","S","SD","S02","","Mike","Rounds","","Sen.","","US Senator","SARM","","R006","SARM10","CHM","R001","SARM25","","R002","SARM30","","R003","","","","","","","SBAN","","R009","SBAN15","","R004","SBAN20","","R004","SBAN25","","R007","","","","","","","SENV","","R008","SENV10","","R006","SENV15","CHM","R001","","","","","","","","","","SSMA","","R009","","","","","","","","","","","","","","","","SVET","","R006","","","","","","","","","","","","","","","","","","","","","","","","","","","","SARM;SBAN;SENV;SSMA;SVET","SARM10;SARM25;SARM30;SBAN15;SBAN20;SBAN25;SENV10;SENV15"
22272,248423,"FL","S","TN","S02","","Bob","Corker","P.","Sen.","","US Senator","SFOR","CHM","R001","SFOR05","EXO","R006","SFOR10","EXO","R006","SFOR15","EXO","R006","SFOR20","EXO","R006","SFOR25","EXO","R006","SBAN","","R003","SBAN10","","R003","SBAN20","","R002","SBAN25","","R003","","","","","","","SBUD","","R007","","","","","","","","","","","","","","","","SAGI","","R006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFOR;SBAN;SBUD;SAGI","SFOR05;SFOR10;SFOR15;SFOR20;SFOR25;SBAN10;SBAN20;SBAN25"
22274,378522,"FL","S","TX","S02","","Ted","Cruz","","Sen.","","US Senator","SARM","","R011","SARM05","","R006","SARM15","","R005","SARM35","","R005","","","","","","","SCOM","","R004","SCOM05","","R003","SCOM10","","R003","SCOM15","","R003","SCOM25","CHM","R001","","","","SJUD","","R006","SJUD10","","R005","SJUD15","CHM","R001","SJUD20","","R005","","","","","","","SRUL","","R006","","","","","","","","","","","","","","","","JECO","","R011","","","","","","","","","","","","","","","","","","","","","","","","","","","","SARM;SCOM;SJUD;SRUL;JECO","SARM05;SARM15;SARM35;SCOM05;SCOM10;SCOM15;SCOM25;SJUD10;SJUD15;SJUD20"
22275,165279,"FL","S","UT","S01","","Orrin","Hatch","G.","Sen.","","US Senator","SFIN","CHM","R001","SFIN05","EXO","R009","SFIN10","","R002","SFIN15","EXO","R011","SFIN20","EXO","R007","SFIN25","EXO","R005","SJUD","","R002","SJUD05","","R003","SJUD20","","R003","SJUD25","","R005","SJUD30","","R002","","","","SHELP","","R009","SHELP05","","R006","SHELP15","","R006","","","","","","","","","","SAGI","","R002","","","","","","","","","","","","","","","","JTAX","CHM","R001","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFIN;SJUD;SHELP;SAGI;JTAX","SFIN05;SFIN10;SFIN15;SFIN20;SFIN25;SJUD05;SJUD20;SJUD25;SJUD30;SHELP05;SHELP15"
22276,268656,"FL","S","UT","S02","","Mike","Lee","","Sen.","","US Senator","SCOM","","R010","SCOM05","","R009","SCOM10","","R009","SCOM15","","R007","SCOM20","","R005","SCOM25","","R004","SJUD","","R005","SJUD05","CHM","R001","SJUD10","","R008","SJUD25","","R006","SJUD30","","R003","","","","SENE","","R004","SENE10","","R003","SENE15","CHM","R001","SENE20","","R004","","","","","","","JECO","VCH","R007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCOM;SJUD;SENE;JECO","SCOM05;SCOM10;SCOM15;SCOM20;SCOM25;SJUD05;SJUD10;SJUD25;SJUD30;SENE10;SENE15;SENE20"
22277,140385,"FL","S","VA","S02","","Tim","Kaine","M.","Sen.","","US Senator","SARM","","D009","SARM25","RMM","D001","SARM30","","D004","","","","","","","","","","SFOR","","D007","SFOR10","","D004","SFOR25","RMM","D001","SFOR35","","D004","","","","","","","SHELP","","D008","SHELP05","","D004","SHELP15","","D006","","","","","","","","","","SBUD","","D008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SARM;SFOR;SHELP;SBUD","SARM25;SARM30;SFOR10;SFOR25;SFOR35;SHELP05;SHELP15"
22279,165283,"FL","S","VT","S01","","Patrick","Leahy","J.","Sen.","","US Senator","SAPP","RMM","D001","SAPP05","","D005","SAPP10","","D002","SAPP15","","D002","SAPP20","EXO","D009","SAPP25","EXO","D005","SJUD","","D002","SJUD05","","D002","SJUD10","","D003","SJUD25","","D002","SJUD30","","D002","","","","SAGR","","D002","SAGR10","","D002","SAGR15","","D002","SAGR20","","D002","","","","","","","SRUL","","D007","","","","","","","","","","","","","","","","JLIB","","D004","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAPP;SJUD;SAGR;SRUL;JLIB","SAPP05;SAPP10;SAPP15;SAPP20;SAPP25;SJUD05;SJUD10;SJUD25;SJUD30;SAGR10;SAGR15;SAGR20"
22280,159116,"FL","S","VT","S02","","Bernie","Sanders","","Sen.","","US Senator","SENE","","I003","SENE05","","I003","SENE10","","I002","SENE20","","I003","","","","","","","SENV","","I003","SENV05","","I003","SENV15","","I002","SENV20","","I002","","","","","","","SHELP","","I002","SHELP05","","I002","SHELP15","RMM","I001","","","","","","","","","","SBUD","RMM","I001","","","","","","","","","","","","","","","","SVET","","I003","","","","","","","","","","","","","","","","","","","","","","","","","","","","SENE;SENV;SHELP;SBUD;SVET","SENE05;SENE10;SENE20;SENV05;SENV15;SENV20;SHELP05;SHELP15"
22282,165286,"FL","S","WA","S01","","Patty","Murray","","Sen.","","US Senator","SAPP","","D002","SAPP15","","D004","SAPP20","","D002","SAPP30","","D004","SAPP40","RMM","D001","SAPP50","","D003","SHELP","RMM","D001","SHELP05","EXO","D007","SHELP10","","D005","SHELP15","EXO","D009","","","","","","","SBUD","","D002","","","","","","","","","","","","","","","","SVET","","D002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAPP;SHELP;SBUD;SVET","SAPP15;SAPP20;SAPP30;SAPP40;SAPP50;SHELP05;SHELP10;SHELP15"
22283,159127,"FL","S","WI","S02","","Tammy","Baldwin","","Sen.","","US Senator","SAPP","","D012","SAPP05","","D006","SAPP15","","D009","SAPP30","","D005","SAPP40","","D007","SAPP50","","D006","SCOM","","D009","SCOM05","","D008","SCOM10","","D008","SCOM20","RMM","D001","SCOM25","","D005","SCOM30","","D006","SHELP","","D005","SHELP10","RMM","D001","SHELP15","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAPP;SCOM;SHELP","SAPP05;SAPP15;SAPP30;SAPP40;SAPP50;SCOM05;SCOM10;SCOM20;SCOM25;SCOM30;SHELP10;SHELP15"
22284,309565,"FL","S","WI","S01","","Ron","Johnson","H.","Sen.","","US Senator","SFOR","","R004","SFOR15","CHM","R001","SFOR25","","R003","SFOR35","","R002","","","","","","","SCOM","","R011","SCOM10","","R010","SCOM20","","R006","SCOM25","","R005","SCOM30","","R006","","","","SHOM","CHM","R001","SHOM05","EXO","R006","SHOM10","EXO","R005","SHOM15","EXO","R006","","","","","","","SBUD","","R006","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFOR;SCOM;SHOM;SBUD","SFOR15;SFOR25;SFOR35;SCOM10;SCOM20;SCOM25;SCOM30;SHOM05;SHOM10;SHOM15"
22285,219013,"FL","S","WV","S01","","Joe","Manchin","","Sen.","III","US Senator","SAPP","","D014","SAPP10","","D007","SAPP25","","D003","SAPP30","","D006","SAPP40","","D009","SAPP60","","D008","SENE","","D005","SENE05","RMM","D001","SENE15","","D003","SENE20","","D004","","","","","","","SITL","","D006","","","","","","","","","","","","","","","","SVET","","D007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAPP;SENE;SITL;SVET","SAPP10;SAPP25;SAPP30;SAPP40;SAPP60;SENE05;SENE15;SENE20"
22286,200084,"FL","S","WV","S02","","Shelley","Capito","Moore","Sen.","","US Senator","SAPP","","R011","SAPP10","","R007","SAPP30","CHM","R001","SAPP35","","R006","SAPP40","","R006","SAPP50","","R006","SCOM","","R012","SCOM05","","R010","SCOM10","","R011","SCOM15","","R008","SCOM25","","R006","SCOM30","","R007","SENE","","R012","SENE05","","R009","SENE15","","R010","SENE20","","R007","","","","","","","SENV","","R003","SENV05","CHM","R001","SENV10","","R003","SENV20","","R002","","","","","","","SRUL","","R007","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAPP;SCOM;SENE;SENV;SRUL","SAPP10;SAPP30;SAPP35;SAPP40;SAPP50;SCOM05;SCOM10;SCOM15;SCOM25;SCOM30;SENE05;SENE15;SENE20;SENV05;SENV10;SENV20"
22287,214311,"FL","S","WY","S02","","John","Barrasso","A.","Sen.","","US Senator","SFOR","","R008","SFOR05","","R003","SFOR10","","R004","SFOR15","","R003","SFOR20","","R004","","","","SENE","","R002","SENE10","","R002","SENE15","","R002","SENE20","","R002","","","","","","","SENV","CHM","R001","SENV05","EXO","R009","SENV10","EXO","R009","SENV15","EXO","R005","SENV20","EXO","R010","","","","SIND","","R002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFOR;SENE;SENV;SIND","SFOR05;SFOR10;SFOR15;SFOR20;SENE10;SENE15;SENE20;SENV05;SENV10;SENV15;SENV20"
22288,165292,"FL","S","WY","S01","","Mike","Enzi","B.","Sen.","","US Senator","SFIN","","R005","SFIN05","","R004","SFIN15","","R004","SFIN30","","R004","","","","","","","SHELP","","R002","SHELP15","CHM","R001","","","","","","","","","","","","","SHOM","","R006","SHOM10","","R003","SHOM15","","R004","","","","","","","","","","SBUD","CHM","R001","","","","","","","","","","","","","","","","SSMA","","R008","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFIN;SHELP;SHOM;SBUD;SSMA","SFIN05;SFIN15;SFIN30;SHELP15;SHOM10;SHOM15"
29982,205484,"FL","S","DE","S01","","Tom","Carper","R.","Sen.","","US Senator","SFIN","","D006","SFIN05","","D005","SFIN15","","D004","SFIN30","","D002","","","","","","","SENV","RMM","D001","SENV05","EXO","D008","SENV10","EXO","D008","SENV15","EXO","D004","SENV20","EXO","D009","","","","SHOM","","D002","SHOM05","RMM","D001","SHOM15","","D002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFIN;SENV;SHOM","SFIN05;SFIN15;SFIN30;SENV05;SENV10;SENV15;SENV20;SHOM05;SHOM15"
29983,205493,"FL","S","FL","S01","","Bill","Nelson","","Sen.","","US Senator","SARM","","D002","SARM10","RMM","D001","SARM15","","D002","","","","","","","","","","SCOM","RMM","D001","SCOM05","EXO","D012","SCOM10","EXO","D013","SCOM15","EXO","D008","SCOM20","EXO","D007","SCOM25","EXO","D007","SFIN","","D004","SFIN05","","D003","SFIN20","","D003","","","","","","","","","","SAGI","","D002","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SARM;SCOM;SFIN;SAGI","SARM10;SARM15;SCOM05;SCOM10;SCOM15;SCOM20;SCOM25;SFIN05;SFIN20"
29997,205511,"FL","S","MI","S01","","Debbie","Stabenow","A.","Sen.","","US Senator","SFIN","","D002","SFIN15","RMM","D001","SFIN20","","D002","","","","","","","","","","SAGR","RMM","D001","SAGR05","EXO","D007","SAGR10","EXO","D006","SAGR15","EXO","D006","SAGR20","EXO","D006","SAGR25","EXO","D007","SENE","","D004","SENE10","","D003","SENE15","","D002","","","","","","","","","","SBUD","","D004","","","","","","","","","","","","","","","","JTAX","","D002","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFIN;SAGR;SENE;SBUD;JTAX","SFIN15;SFIN20;SAGR05;SAGR10;SAGR15;SAGR20;SAGR25;SENE10;SENE15"
29998,332335,"FL","S","MN","S02","","Tina","Smith","","Sen.","","US Senator","SAGR","","DFL010","SAGR05","","DFL006","SAGR20","","DFL005","SAGR25","RMM","DFL001","","","","","","","SENE","","DFL011","SENE05","","DFL007","SENE15","","DFL007","SENE20","","DFL006","","","","","","","SHELP","","DFL011","SHELP05","","DFL006","SHELP10","","DFL006","","","","","","","","","","SIND","","DFL007","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SAGR;SENE;SHELP;SIND","SAGR05;SAGR20;SAGR25;SENE05;SENE15;SENE20;SHELP05;SHELP10"
30000,229398,"FL","S","NE","S02","","Benjamin","Sasse","E.","Sen.","","US Senator","SARM","","R013","SARM05","","R007","SARM10","","R005","SARM20","","R004","","","","","","","SJUD","","R007","SJUD15","","R004","SJUD20","","R006","SJUD25","CHM","R001","SJUD30","","R006","","","","SBAN","","R007","SBAN10","","R006","SBAN20","CHM","R001","SBAN25","","R006","","","","","","","JECO","","R009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SARM;SJUD;SBAN;JECO","SARM05;SARM10;SARM20;SJUD15;SJUD20;SJUD25;SJUD30;SBAN10;SBAN20;SBAN25"
30001,158964,"FL","S","NJ","S01","","Robert","Menendez","","Sen.","","US Senator","SFOR","RMM","D001","SFOR05","EXO","D005","SFOR10","EXO","D005","SFOR15","EXO","D005","SFOR20","EXO","D005","SFOR25","EXO","D005","SFIN","","D005","SFIN05","","D004","SFIN15","","D002","SFIN30","","D005","","","","","","","SBAN","","D003","SBAN05","","D002","SBAN15","RMM","D001","SBAN25","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SFOR;SFIN;SBAN","SFOR05;SFOR10;SFOR15;SFOR20;SFOR25;SFIN05;SFIN15;SFIN30;SBAN05;SBAN15;SBAN25"
30002,218940,"FL","S","NV","S01","","Dean","Heller","","Sen.","","US Senator","SCOM","","R008","SCOM05","","R007","SCOM10","","R007","SCOM15","","R005","SCOM30","","R004","","","","SFIN","","R012","SFIN05","CHM","R001","SFIN15","","R009","SFIN20","","R006","","","","","","","SBAN","","R005","SBAN10","","R004","SBAN15","","R003","SBAN25","CHM","R001","","","","","","","SVET","","R004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCOM;SFIN;SBAN;SVET","SCOM05;SCOM10;SCOM15;SCOM30;SFIN05;SFIN15;SFIN20;SBAN10;SBAN15;SBAN25"
30003,248345,"FL","S","NY","S02","","Kirsten","Gillibrand","E.","Sen.","","US Senator","SARM","","D005","SARM10","","D003","SARM20","RMM","D001","","","","","","","","","","SAGR","","D006","SAGR05","","D004","SAGR15","RMM","D001","SAGR20","","D004","","","","","","","SENV","","D006","SENV05","","D005","SENV10","","D005","SENV20","","D005","","","","","","","SAGI","","D003","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SARM;SAGR;SENV;SAGI","SARM10;SARM20;SAGR05;SAGR15;SAGR20;SENV05;SENV10;SENV20"
